PA,SZ,AG,Pop,Time
Simpang,Pulau Seletar,85_to_89,0,2020
Simpang,Pulau Seletar,90_and_over,0,2020
Simpang,Simpang North,0_to_4,0,2020
Simpang,Simpang North,10_to_14,0,2020
Simpang,Simpang North,15_to_19,0,2020
Simpang,Simpang North,20_to_24,0,2020
Simpang,Simpang North,25_to_29,0,2020
Simpang,Simpang North,30_to_34,0,2020
Simpang,Simpang North,35_to_39,0,2020
Simpang,Simpang North,40_to_44,0,2020
Simpang,Simpang North,45_to_49,0,2020
Simpang,Simpang North,50_to_54,0,2020
Simpang,Simpang North,55_to_59,0,2020
Simpang,Simpang North,5_to_9,0,2020
Simpang,Simpang North,60_to_64,0,2020
Simpang,Simpang North,65_to_69,0,2020
Simpang,Simpang North,70_to_74,0,2020
Simpang,Simpang North,75_to_79,0,2020
Simpang,Simpang North,80_to_84,0,2020
Simpang,Simpang North,85_to_89,0,2020
Simpang,Simpang North,90_and_over,0,2020
Simpang,Simpang South,0_to_4,0,2020
Simpang,Simpang South,10_to_14,0,2020
Simpang,Simpang South,15_to_19,0,2020
Simpang,Simpang South,20_to_24,0,2020
Simpang,Simpang South,25_to_29,0,2020
Simpang,Simpang South,30_to_34,0,2020
Simpang,Simpang South,35_to_39,0,2020
Simpang,Simpang South,40_to_44,0,2020
Simpang,Simpang South,45_to_49,0,2020
Simpang,Simpang South,50_to_54,0,2020
Simpang,Simpang South,55_to_59,0,2020
Simpang,Simpang South,5_to_9,0,2020
Simpang,Simpang South,60_to_64,0,2020
Simpang,Simpang South,65_to_69,0,2020
Simpang,Simpang South,70_to_74,0,2020
Simpang,Simpang South,75_to_79,0,2020
Simpang,Simpang South,80_to_84,0,2020
Simpang,Simpang South,85_to_89,0,2020
Simpang,Simpang South,90_and_over,0,2020
Simpang,Tanjong Irau,0_to_4,0,2020
Simpang,Tanjong Irau,10_to_14,0,2020
Simpang,Tanjong Irau,15_to_19,0,2020
Simpang,Tanjong Irau,20_to_24,0,2020
Simpang,Tanjong Irau,25_to_29,0,2020
Simpang,Tanjong Irau,30_to_34,0,2020
Simpang,Tanjong Irau,35_to_39,0,2020
Simpang,Tanjong Irau,40_to_44,0,2020
Simpang,Tanjong Irau,45_to_49,0,2020
Simpang,Tanjong Irau,50_to_54,0,2020
Simpang,Tanjong Irau,55_to_59,0,2020
Simpang,Tanjong Irau,5_to_9,0,2020
Simpang,Tanjong Irau,60_to_64,0,2020
Simpang,Tanjong Irau,65_to_69,0,2020
Simpang,Tanjong Irau,70_to_74,0,2020
Simpang,Tanjong Irau,75_to_79,0,2020
Simpang,Tanjong Irau,80_to_84,0,2020
Simpang,Tanjong Irau,85_to_89,0,2020
Simpang,Tanjong Irau,90_and_over,0,2020
Singapore River,Boat Quay,0_to_4,0,2020
Singapore River,Boat Quay,10_to_14,0,2020
Singapore River,Boat Quay,15_to_19,0,2020
Singapore River,Boat Quay,20_to_24,0,2020
Singapore River,Boat Quay,25_to_29,0,2020
Singapore River,Boat Quay,30_to_34,0,2020
Singapore River,Boat Quay,35_to_39,10,2020
Singapore River,Boat Quay,40_to_44,0,2020
Singapore River,Boat Quay,45_to_49,10,2020
Singapore River,Boat Quay,50_to_54,0,2020
Singapore River,Boat Quay,55_to_59,10,2020
Singapore River,Boat Quay,5_to_9,0,2020
Singapore River,Boat Quay,60_to_64,10,2020
Singapore River,Boat Quay,65_to_69,0,2020
Singapore River,Boat Quay,70_to_74,10,2020
Singapore River,Boat Quay,75_to_79,0,2020
Singapore River,Boat Quay,80_to_84,0,2020
Singapore River,Boat Quay,85_to_89,0,2020
Singapore River,Boat Quay,90_and_over,0,2020
Singapore River,Clarke Quay,0_to_4,0,2020
Singapore River,Clarke Quay,10_to_14,0,2020
Singapore River,Clarke Quay,15_to_19,0,2020
Singapore River,Clarke Quay,20_to_24,0,2020
Singapore River,Clarke Quay,25_to_29,0,2020
Singapore River,Clarke Quay,30_to_34,10,2020
Singapore River,Clarke Quay,35_to_39,10,2020
Singapore River,Clarke Quay,40_to_44,10,2020
Singapore River,Clarke Quay,45_to_49,10,2020
Singapore River,Clarke Quay,50_to_54,0,2020
Singapore River,Clarke Quay,55_to_59,10,2020
Singapore River,Clarke Quay,5_to_9,0,2020
Singapore River,Clarke Quay,60_to_64,0,2020
Singapore River,Clarke Quay,65_to_69,0,2020
Singapore River,Clarke Quay,70_to_74,0,2020
Singapore River,Clarke Quay,75_to_79,0,2020
Singapore River,Clarke Quay,80_to_84,0,2020
Singapore River,Clarke Quay,85_to_89,0,2020
Singapore River,Clarke Quay,90_and_over,10,2020
Singapore River,Robertson Quay,0_to_4,210,2020
Singapore River,Robertson Quay,10_to_14,180,2020
Singapore River,Robertson Quay,15_to_19,110,2020
Singapore River,Robertson Quay,20_to_24,90,2020
Singapore River,Robertson Quay,25_to_29,110,2020
Singapore River,Robertson Quay,30_to_34,170,2020
Singapore River,Robertson Quay,35_to_39,330,2020
Singapore River,Robertson Quay,40_to_44,390,2020
Singapore River,Robertson Quay,45_to_49,360,2020
Singapore River,Robertson Quay,50_to_54,250,2020
Singapore River,Robertson Quay,55_to_59,180,2020
Singapore River,Robertson Quay,5_to_9,240,2020
Singapore River,Robertson Quay,60_to_64,120,2020
Singapore River,Robertson Quay,65_to_69,90,2020
Singapore River,Robertson Quay,70_to_74,80,2020
Singapore River,Robertson Quay,75_to_79,40,2020
Singapore River,Robertson Quay,80_to_84,30,2020
Singapore River,Robertson Quay,85_to_89,0,2020
Singapore River,Robertson Quay,90_and_over,10,2020
Southern Islands,Sentosa,0_to_4,110,2020
Southern Islands,Sentosa,10_to_14,110,2020
Southern Islands,Sentosa,15_to_19,110,2020
Southern Islands,Sentosa,20_to_24,90,2020
Southern Islands,Sentosa,25_to_29,80,2020
Southern Islands,Sentosa,30_to_34,100,2020
Southern Islands,Sentosa,35_to_39,150,2020
Southern Islands,Sentosa,40_to_44,180,2020
Southern Islands,Sentosa,45_to_49,230,2020
Southern Islands,Sentosa,50_to_54,200,2020
Southern Islands,Sentosa,55_to_59,190,2020
Southern Islands,Sentosa,5_to_9,130,2020
Southern Islands,Sentosa,60_to_64,120,2020
Southern Islands,Sentosa,65_to_69,70,2020
Southern Islands,Sentosa,70_to_74,40,2020
Southern Islands,Sentosa,75_to_79,20,2020
Southern Islands,Sentosa,80_to_84,10,2020
Southern Islands,Sentosa,85_to_89,0,2020
Southern Islands,Sentosa,90_and_over,0,2020
Southern Islands,Southern Group,0_to_4,0,2020
Southern Islands,Southern Group,10_to_14,0,2020
Southern Islands,Southern Group,15_to_19,0,2020
Southern Islands,Southern Group,20_to_24,0,2020
Southern Islands,Southern Group,25_to_29,0,2020
Southern Islands,Southern Group,30_to_34,0,2020
Southern Islands,Southern Group,35_to_39,0,2020
Southern Islands,Southern Group,40_to_44,0,2020
Southern Islands,Southern Group,45_to_49,0,2020
Southern Islands,Southern Group,50_to_54,0,2020
Southern Islands,Southern Group,55_to_59,0,2020
Southern Islands,Southern Group,5_to_9,0,2020
Southern Islands,Southern Group,60_to_64,0,2020
Southern Islands,Southern Group,65_to_69,0,2020
Southern Islands,Southern Group,70_to_74,0,2020
Southern Islands,Southern Group,75_to_79,0,2020
Southern Islands,Southern Group,80_to_84,0,2020
Southern Islands,Southern Group,85_to_89,0,2020
Southern Islands,Southern Group,90_and_over,0,2020
Straits View,Straits View,0_to_4,0,2020
Straits View,Straits View,10_to_14,0,2020
Straits View,Straits View,15_to_19,0,2020
Straits View,Straits View,20_to_24,0,2020
Straits View,Straits View,25_to_29,0,2020
Straits View,Straits View,30_to_34,0,2020
Straits View,Straits View,35_to_39,0,2020
Straits View,Straits View,40_to_44,0,2020
Straits View,Straits View,45_to_49,0,2020
Straits View,Straits View,50_to_54,0,2020
Straits View,Straits View,55_to_59,0,2020
Straits View,Straits View,5_to_9,0,2020
Straits View,Straits View,60_to_64,0,2020
Straits View,Straits View,65_to_69,0,2020
Straits View,Straits View,70_to_74,0,2020
Straits View,Straits View,75_to_79,0,2020
Straits View,Straits View,80_to_84,0,2020
Straits View,Straits View,85_to_89,0,2020
Straits View,Straits View,90_and_over,0,2020
Sungei Kadut,Gali Batu,0_to_4,0,2020
Sungei Kadut,Gali Batu,10_to_14,0,2020
Sungei Kadut,Gali Batu,15_to_19,0,2020
Sungei Kadut,Gali Batu,20_to_24,0,2020
Sungei Kadut,Gali Batu,25_to_29,0,2020
Sungei Kadut,Gali Batu,30_to_34,0,2020
Sungei Kadut,Gali Batu,35_to_39,0,2020
Sungei Kadut,Gali Batu,40_to_44,0,2020
Sungei Kadut,Gali Batu,45_to_49,0,2020
Sungei Kadut,Gali Batu,50_to_54,0,2020
Sungei Kadut,Gali Batu,55_to_59,0,2020
Sungei Kadut,Gali Batu,5_to_9,0,2020
Sungei Kadut,Gali Batu,60_to_64,0,2020
Sungei Kadut,Gali Batu,65_to_69,0,2020
Sungei Kadut,Gali Batu,70_to_74,0,2020
Sungei Kadut,Gali Batu,75_to_79,0,2020
Sungei Kadut,Gali Batu,80_to_84,0,2020
Sungei Kadut,Gali Batu,85_to_89,0,2020
Sungei Kadut,Gali Batu,90_and_over,0,2020
Sungei Kadut,Kranji,0_to_4,0,2020
Sungei Kadut,Kranji,10_to_14,0,2020
Sungei Kadut,Kranji,15_to_19,0,2020
Sungei Kadut,Kranji,20_to_24,0,2020
Sungei Kadut,Kranji,25_to_29,0,2020
Sungei Kadut,Kranji,30_to_34,0,2020
Sungei Kadut,Kranji,35_to_39,0,2020
Sungei Kadut,Kranji,40_to_44,0,2020
Sungei Kadut,Kranji,45_to_49,0,2020
Sungei Kadut,Kranji,50_to_54,0,2020
Sungei Kadut,Kranji,55_to_59,0,2020
Sungei Kadut,Kranji,5_to_9,0,2020
Sungei Kadut,Kranji,60_to_64,0,2020
Sungei Kadut,Kranji,65_to_69,0,2020
Sungei Kadut,Kranji,70_to_74,0,2020
Sungei Kadut,Kranji,75_to_79,0,2020
Sungei Kadut,Kranji,80_to_84,0,2020
Sungei Kadut,Kranji,85_to_89,0,2020
Sungei Kadut,Kranji,90_and_over,0,2020
Sungei Kadut,Pang Sua,0_to_4,0,2020
Sungei Kadut,Pang Sua,10_to_14,0,2020
Sungei Kadut,Pang Sua,15_to_19,0,2020
Sungei Kadut,Pang Sua,20_to_24,0,2020
Sungei Kadut,Pang Sua,25_to_29,0,2020
Sungei Kadut,Pang Sua,30_to_34,0,2020
Sungei Kadut,Pang Sua,35_to_39,0,2020
Sungei Kadut,Pang Sua,40_to_44,0,2020
Sungei Kadut,Pang Sua,45_to_49,0,2020
Sungei Kadut,Pang Sua,50_to_54,0,2020
Sungei Kadut,Pang Sua,55_to_59,0,2020
Sungei Kadut,Pang Sua,5_to_9,0,2020
Sungei Kadut,Pang Sua,60_to_64,0,2020
Sungei Kadut,Pang Sua,65_to_69,0,2020
Sungei Kadut,Pang Sua,70_to_74,0,2020
Sungei Kadut,Pang Sua,75_to_79,0,2020
Sungei Kadut,Pang Sua,80_to_84,0,2020
Sungei Kadut,Pang Sua,85_to_89,0,2020
Sungei Kadut,Pang Sua,90_and_over,0,2020
Sungei Kadut,Reservoir View,0_to_4,0,2020
Sungei Kadut,Reservoir View,10_to_14,0,2020
Sungei Kadut,Reservoir View,15_to_19,0,2020
Sungei Kadut,Reservoir View,20_to_24,0,2020
Sungei Kadut,Reservoir View,25_to_29,0,2020
Sungei Kadut,Reservoir View,30_to_34,0,2020
Sungei Kadut,Reservoir View,35_to_39,0,2020
Sungei Kadut,Reservoir View,40_to_44,0,2020
Sungei Kadut,Reservoir View,45_to_49,0,2020
Sungei Kadut,Reservoir View,50_to_54,0,2020
Sungei Kadut,Reservoir View,55_to_59,0,2020
Sungei Kadut,Reservoir View,5_to_9,0,2020
Sungei Kadut,Reservoir View,60_to_64,0,2020
Sungei Kadut,Reservoir View,65_to_69,0,2020
Sungei Kadut,Reservoir View,70_to_74,0,2020
Sungei Kadut,Reservoir View,75_to_79,0,2020
Sungei Kadut,Reservoir View,80_to_84,0,2020
Sungei Kadut,Reservoir View,85_to_89,0,2020
Sungei Kadut,Reservoir View,90_and_over,0,2020
Sungei Kadut,Turf Club,0_to_4,20,2020
Sungei Kadut,Turf Club,10_to_14,20,2020
Sungei Kadut,Turf Club,15_to_19,30,2020
Sungei Kadut,Turf Club,20_to_24,50,2020
Sungei Kadut,Turf Club,25_to_29,50,2020
Sungei Kadut,Turf Club,30_to_34,40,2020
Sungei Kadut,Turf Club,35_to_39,40,2020
Sungei Kadut,Turf Club,40_to_44,40,2020
Sungei Kadut,Turf Club,45_to_49,40,2020
Sungei Kadut,Turf Club,50_to_54,50,2020
Sungei Kadut,Turf Club,55_to_59,50,2020
Sungei Kadut,Turf Club,5_to_9,30,2020
Sungei Kadut,Turf Club,60_to_64,60,2020
Sungei Kadut,Turf Club,65_to_69,40,2020
Sungei Kadut,Turf Club,70_to_74,40,2020
Sungei Kadut,Turf Club,75_to_79,20,2020
Sungei Kadut,Turf Club,80_to_84,40,2020
Sungei Kadut,Turf Club,85_to_89,20,2020
Sungei Kadut,Turf Club,90_and_over,0,2020
Tampines,Simei,0_to_4,1380,2020
Tampines,Simei,10_to_14,1960,2020
Tampines,Simei,15_to_19,2120,2020
Tampines,Simei,20_to_24,2650,2020
Tampines,Simei,25_to_29,3220,2020
Tampines,Simei,30_to_34,2550,2020
Tampines,Simei,35_to_39,2650,2020
Tampines,Simei,40_to_44,2850,2020
Tampines,Simei,45_to_49,3020,2020
Tampines,Simei,50_to_54,2960,2020
Tampines,Simei,55_to_59,3350,2020
Tampines,Simei,5_to_9,1710,2020
Tampines,Simei,60_to_64,3180,2020
Tampines,Simei,65_to_69,2450,2020
Tampines,Simei,70_to_74,1680,2020
Tampines,Simei,75_to_79,740,2020
Tampines,Simei,80_to_84,580,2020
Tampines,Simei,85_to_89,290,2020
Tampines,Simei,90_and_over,230,2020
Tampines,Tampines East,0_to_4,5400,2020
Tampines,Tampines East,10_to_14,5910,2020
Tampines,Tampines East,15_to_19,6680,2020
Tampines,Tampines East,20_to_24,9240,2020
Tampines,Tampines East,25_to_29,11060,2020
Tampines,Tampines East,30_to_34,9420,2020
Tampines,Tampines East,35_to_39,8860,2020
Tampines,Tampines East,40_to_44,8160,2020
Tampines,Tampines East,45_to_49,8370,2020
Tampines,Tampines East,50_to_54,9720,2020
Tampines,Tampines East,55_to_59,11350,2020
Tampines,Tampines East,5_to_9,5410,2020
Tampines,Tampines East,60_to_64,11320,2020
Tampines,Tampines East,65_to_69,8630,2020
Tampines,Tampines East,70_to_74,5540,2020
Tampines,Tampines East,75_to_79,2580,2020
Tampines,Tampines East,80_to_84,1870,2020
Tampines,Tampines East,85_to_89,1050,2020
Tampines,Tampines East,90_and_over,570,2020
Tampines,Tampines North,0_to_4,1160,2020
Tampines,Tampines North,10_to_14,280,2020
Tampines,Tampines North,15_to_19,240,2020
Tampines,Tampines North,20_to_24,230,2020
Tampines,Tampines North,25_to_29,1060,2020
Tampines,Tampines North,30_to_34,1630,2020
Tampines,Tampines North,35_to_39,730,2020
Tampines,Tampines North,40_to_44,440,2020
Tampines,Tampines North,45_to_49,290,2020
Tampines,Tampines North,50_to_54,300,2020
Tampines,Tampines North,55_to_59,250,2020
Tampines,Tampines North,5_to_9,540,2020
Tampines,Tampines North,60_to_64,270,2020
Tampines,Tampines North,65_to_69,240,2020
Tampines,Tampines North,70_to_74,240,2020
Tampines,Tampines North,75_to_79,90,2020
Tampines,Tampines North,80_to_84,90,2020
Tampines,Tampines North,85_to_89,70,2020
Tampines,Tampines North,90_and_over,50,2020
Tampines,Tampines West,0_to_4,3790,2020
Tampines,Tampines West,10_to_14,3800,2020
Tampines,Tampines West,15_to_19,4160,2020
Tampines,Tampines West,20_to_24,5350,2020
Tampines,Tampines West,25_to_29,6340,2020
Tampines,Tampines West,30_to_34,6320,2020
Tampines,Tampines West,35_to_39,5800,2020
Tampines,Tampines West,40_to_44,5360,2020
Tampines,Tampines West,45_to_49,5310,2020
Tampines,Tampines West,50_to_54,5650,2020
Tampines,Tampines West,55_to_59,6390,2020
Tampines,Tampines West,5_to_9,3770,2020
Tampines,Tampines West,60_to_64,6430,2020
Tampines,Tampines West,65_to_69,4940,2020
Tampines,Tampines West,70_to_74,3110,2020
Tampines,Tampines West,75_to_79,1420,2020
Tampines,Tampines West,80_to_84,970,2020
Tampines,Tampines West,85_to_89,540,2020
Tampines,Tampines West,90_and_over,270,2020
Tampines,Xilin,0_to_4,40,2020
Tampines,Xilin,10_to_14,60,2020
Tampines,Xilin,15_to_19,100,2020
Tampines,Xilin,20_to_24,160,2020
Tampines,Xilin,25_to_29,180,2020
Tampines,Xilin,30_to_34,110,2020
Tampines,Xilin,35_to_39,80,2020
Tampines,Xilin,40_to_44,80,2020
Tampines,Xilin,45_to_49,110,2020
Tampines,Xilin,50_to_54,140,2020
Tampines,Xilin,55_to_59,240,2020
Tampines,Xilin,5_to_9,60,2020
Tampines,Xilin,60_to_64,170,2020
Tampines,Xilin,65_to_69,110,2020
Tampines,Xilin,70_to_74,60,2020
Tampines,Xilin,75_to_79,20,2020
Tampines,Xilin,80_to_84,20,2020
Tampines,Xilin,85_to_89,10,2020
Tampines,Xilin,90_and_over,0,2020
Tanglin,Chatsworth,0_to_4,340,2020
Tanglin,Chatsworth,10_to_14,410,2020
Tanglin,Chatsworth,15_to_19,310,2020
Tanglin,Chatsworth,20_to_24,260,2020
Tanglin,Chatsworth,25_to_29,280,2020
Tanglin,Chatsworth,30_to_34,430,2020
Tanglin,Chatsworth,35_to_39,610,2020
Tanglin,Chatsworth,40_to_44,720,2020
Tanglin,Chatsworth,45_to_49,780,2020
Tanglin,Chatsworth,50_to_54,600,2020
Tanglin,Chatsworth,55_to_59,420,2020
Tanglin,Chatsworth,5_to_9,440,2020
Tanglin,Chatsworth,60_to_64,350,2020
Tanglin,Chatsworth,65_to_69,330,2020
Tanglin,Chatsworth,70_to_74,280,2020
Tanglin,Chatsworth,75_to_79,170,2020
Tanglin,Chatsworth,80_to_84,90,2020
Tanglin,Chatsworth,85_to_89,60,2020
Tanglin,Chatsworth,90_and_over,40,2020
Tanglin,Nassim,0_to_4,490,2020
Tanglin,Nassim,10_to_14,620,2020
Tanglin,Nassim,15_to_19,530,2020
Tanglin,Nassim,20_to_24,440,2020
Tanglin,Nassim,25_to_29,430,2020
Tanglin,Nassim,30_to_34,470,2020
Tanglin,Nassim,35_to_39,680,2020
Tanglin,Nassim,40_to_44,870,2020
Tanglin,Nassim,45_to_49,940,2020
Tanglin,Nassim,50_to_54,710,2020
Tanglin,Nassim,55_to_59,620,2020
Tanglin,Nassim,5_to_9,820,2020
Tanglin,Nassim,60_to_64,530,2020
Tanglin,Nassim,65_to_69,470,2020
Tanglin,Nassim,70_to_74,400,2020
Tanglin,Nassim,75_to_79,210,2020
Tanglin,Nassim,80_to_84,140,2020
Tanglin,Nassim,85_to_89,70,2020
Tanglin,Nassim,90_and_over,70,2020
Tanglin,Ridout,0_to_4,80,2020
Tanglin,Ridout,10_to_14,80,2020
Tanglin,Ridout,15_to_19,80,2020
Tanglin,Ridout,20_to_24,70,2020
Tanglin,Ridout,25_to_29,70,2020
Tanglin,Ridout,30_to_34,90,2020
Tanglin,Ridout,35_to_39,100,2020
Tanglin,Ridout,40_to_44,120,2020
Tanglin,Ridout,45_to_49,120,2020
Tanglin,Ridout,50_to_54,120,2020
Tanglin,Ridout,55_to_59,100,2020
Tanglin,Ridout,5_to_9,100,2020
Tanglin,Ridout,60_to_64,100,2020
Tanglin,Ridout,65_to_69,90,2020
Tanglin,Ridout,70_to_74,80,2020
Tanglin,Ridout,75_to_79,40,2020
Tanglin,Ridout,80_to_84,40,2020
Tanglin,Ridout,85_to_89,20,2020
Tanglin,Ridout,90_and_over,20,2020
Tanglin,Tyersall,0_to_4,160,2020
Tanglin,Tyersall,10_to_14,250,2020
Tanglin,Tyersall,15_to_19,190,2020
Tanglin,Tyersall,20_to_24,210,2020
Tanglin,Tyersall,25_to_29,230,2020
Tanglin,Tyersall,30_to_34,220,2020
Tanglin,Tyersall,35_to_39,240,2020
Tanglin,Tyersall,40_to_44,310,2020
Tanglin,Tyersall,45_to_49,360,2020
Tanglin,Tyersall,50_to_54,340,2020
Tanglin,Tyersall,55_to_59,300,2020
Tanglin,Tyersall,5_to_9,240,2020
Tanglin,Tyersall,60_to_64,260,2020
Tanglin,Tyersall,65_to_69,220,2020
Tanglin,Tyersall,70_to_74,160,2020
Tanglin,Tyersall,75_to_79,110,2020
Tanglin,Tyersall,80_to_84,80,2020
Tanglin,Tyersall,85_to_89,50,2020
Tanglin,Tyersall,90_and_over,20,2020
Tengah,Brickland,0_to_4,0,2020
Tengah,Brickland,10_to_14,0,2020
Tengah,Brickland,15_to_19,0,2020
Tengah,Brickland,20_to_24,0,2020
Tengah,Brickland,25_to_29,0,2020
Tengah,Brickland,30_to_34,0,2020
Tengah,Brickland,35_to_39,0,2020
Tengah,Brickland,40_to_44,0,2020
Tengah,Brickland,45_to_49,0,2020
Tengah,Brickland,50_to_54,0,2020
Tengah,Brickland,55_to_59,0,2020
Tengah,Brickland,5_to_9,0,2020
Tengah,Brickland,60_to_64,0,2020
Tengah,Brickland,65_to_69,0,2020
Tengah,Brickland,70_to_74,0,2020
Tengah,Brickland,75_to_79,0,2020
Tengah,Brickland,80_to_84,0,2020
Tengah,Brickland,85_to_89,0,2020
Tengah,Brickland,90_and_over,0,2020
Tengah,Forest Hill,0_to_4,0,2020
Tengah,Forest Hill,10_to_14,0,2020
Tengah,Forest Hill,15_to_19,0,2020
Tengah,Forest Hill,20_to_24,0,2020
Tengah,Forest Hill,25_to_29,0,2020
Tengah,Forest Hill,30_to_34,0,2020
Tengah,Forest Hill,35_to_39,0,2020
Tengah,Forest Hill,40_to_44,0,2020
Tengah,Forest Hill,45_to_49,0,2020
Tengah,Forest Hill,50_to_54,0,2020
Tengah,Forest Hill,55_to_59,0,2020
Tengah,Forest Hill,5_to_9,0,2020
Tengah,Forest Hill,60_to_64,0,2020
Tengah,Forest Hill,65_to_69,0,2020
Tengah,Forest Hill,70_to_74,0,2020
Tengah,Forest Hill,75_to_79,0,2020
Tengah,Forest Hill,80_to_84,0,2020
Tengah,Forest Hill,85_to_89,0,2020
Tengah,Forest Hill,90_and_over,0,2020
Tengah,Garden,0_to_4,0,2020
Tengah,Garden,10_to_14,0,2020
Tengah,Garden,15_to_19,0,2020
Tengah,Garden,20_to_24,0,2020
Tengah,Garden,25_to_29,0,2020
Tengah,Garden,30_to_34,0,2020
Tengah,Garden,35_to_39,0,2020
Tengah,Garden,40_to_44,0,2020
Tengah,Garden,45_to_49,0,2020
Tengah,Garden,50_to_54,0,2020
Tengah,Garden,55_to_59,0,2020
Tengah,Garden,5_to_9,0,2020
Tengah,Garden,60_to_64,0,2020
Tengah,Garden,65_to_69,0,2020
Tengah,Garden,70_to_74,0,2020
Tengah,Garden,75_to_79,0,2020
Tengah,Garden,80_to_84,0,2020
Tengah,Garden,85_to_89,0,2020
Tengah,Garden,90_and_over,0,2020
Tengah,Park,0_to_4,0,2020
Tengah,Park,10_to_14,0,2020
Tengah,Park,15_to_19,0,2020
Tengah,Park,20_to_24,0,2020
Tengah,Park,25_to_29,0,2020
Tengah,Park,30_to_34,0,2020
Tengah,Park,35_to_39,0,2020
Tengah,Park,40_to_44,0,2020
Tengah,Park,45_to_49,0,2020
Tengah,Park,50_to_54,0,2020
Tengah,Park,55_to_59,0,2020
Tengah,Park,5_to_9,0,2020
Tengah,Park,60_to_64,0,2020
Tengah,Park,65_to_69,0,2020
Tengah,Park,70_to_74,0,2020
Tengah,Park,75_to_79,0,2020
Tengah,Park,80_to_84,0,2020
Tengah,Park,85_to_89,0,2020
Tengah,Park,90_and_over,0,2020
Tengah,Plantation,0_to_4,0,2020
Tengah,Plantation,10_to_14,0,2020
Tengah,Plantation,15_to_19,0,2020
Tengah,Plantation,20_to_24,0,2020
Tengah,Plantation,25_to_29,0,2020
Tengah,Plantation,30_to_34,0,2020
Tengah,Plantation,35_to_39,0,2020
Tengah,Plantation,40_to_44,0,2020
Tengah,Plantation,45_to_49,0,2020
Tengah,Plantation,50_to_54,0,2020
Tengah,Plantation,55_to_59,0,2020
Tengah,Plantation,5_to_9,0,2020
Tengah,Plantation,60_to_64,0,2020
Tengah,Plantation,65_to_69,0,2020
Tengah,Plantation,70_to_74,0,2020
Tengah,Plantation,75_to_79,0,2020
Tengah,Plantation,80_to_84,0,2020
Tengah,Plantation,85_to_89,0,2020
Tengah,Plantation,90_and_over,0,2020
Tengah,Tengah Industrial Estate,0_to_4,0,2020
Tengah,Tengah Industrial Estate,10_to_14,0,2020
Tengah,Tengah Industrial Estate,15_to_19,0,2020
Tengah,Tengah Industrial Estate,20_to_24,0,2020
Tengah,Tengah Industrial Estate,25_to_29,0,2020
Tengah,Tengah Industrial Estate,30_to_34,0,2020
Tengah,Tengah Industrial Estate,35_to_39,0,2020
Tengah,Tengah Industrial Estate,40_to_44,0,2020
Tengah,Tengah Industrial Estate,45_to_49,0,2020
Tengah,Tengah Industrial Estate,50_to_54,0,2020
Tengah,Tengah Industrial Estate,55_to_59,0,2020
Tengah,Tengah Industrial Estate,5_to_9,0,2020
Tengah,Tengah Industrial Estate,60_to_64,0,2020
Tengah,Tengah Industrial Estate,65_to_69,0,2020
Tengah,Tengah Industrial Estate,70_to_74,0,2020
Tengah,Tengah Industrial Estate,75_to_79,0,2020
Tengah,Tengah Industrial Estate,80_to_84,0,2020
Tengah,Tengah Industrial Estate,85_to_89,0,2020
Tengah,Tengah Industrial Estate,90_and_over,0,2020
Toa Payoh,Bidadari,0_to_4,0,2020
Toa Payoh,Bidadari,10_to_14,0,2020
Toa Payoh,Bidadari,15_to_19,0,2020
Toa Payoh,Bidadari,20_to_24,0,2020
Toa Payoh,Bidadari,25_to_29,0,2020
Toa Payoh,Bidadari,30_to_34,0,2020
Toa Payoh,Bidadari,35_to_39,0,2020
Toa Payoh,Bidadari,40_to_44,0,2020
Toa Payoh,Bidadari,45_to_49,0,2020
Toa Payoh,Bidadari,50_to_54,0,2020
Toa Payoh,Bidadari,55_to_59,0,2020
Toa Payoh,Bidadari,5_to_9,0,2020
Toa Payoh,Bidadari,60_to_64,0,2020
Toa Payoh,Bidadari,65_to_69,0,2020
Toa Payoh,Bidadari,70_to_74,0,2020
Toa Payoh,Bidadari,75_to_79,0,2020
Toa Payoh,Bidadari,80_to_84,0,2020
Toa Payoh,Bidadari,85_to_89,0,2020
Toa Payoh,Bidadari,90_and_over,0,2020
Toa Payoh,Boon Teck,0_to_4,580,2020
Toa Payoh,Boon Teck,10_to_14,560,2020
Toa Payoh,Boon Teck,15_to_19,660,2020
Toa Payoh,Boon Teck,20_to_24,760,2020
Toa Payoh,Boon Teck,25_to_29,1000,2020
Toa Payoh,Boon Teck,30_to_34,1090,2020
Toa Payoh,Boon Teck,35_to_39,850,2020
Toa Payoh,Boon Teck,40_to_44,780,2020
Toa Payoh,Boon Teck,45_to_49,1030,2020
Toa Payoh,Boon Teck,50_to_54,1030,2020
Toa Payoh,Boon Teck,55_to_59,1190,2020
Toa Payoh,Boon Teck,5_to_9,580,2020
Toa Payoh,Boon Teck,60_to_64,1180,2020
Toa Payoh,Boon Teck,65_to_69,980,2020
Toa Payoh,Boon Teck,70_to_74,830,2020
Toa Payoh,Boon Teck,75_to_79,600,2020
Toa Payoh,Boon Teck,80_to_84,550,2020
Toa Payoh,Boon Teck,85_to_89,300,2020
Toa Payoh,Boon Teck,90_and_over,170,2020
Toa Payoh,Braddell,0_to_4,320,2020
Toa Payoh,Braddell,10_to_14,480,2020
Toa Payoh,Braddell,15_to_19,450,2020
Toa Payoh,Braddell,20_to_24,570,2020
