PA,SZ,AG,Pop,Time
Toa Payoh,Braddell,25_to_29,690,2020
Toa Payoh,Braddell,30_to_34,570,2020
Toa Payoh,Braddell,35_to_39,590,2020
Toa Payoh,Braddell,40_to_44,690,2020
Toa Payoh,Braddell,45_to_49,730,2020
Toa Payoh,Braddell,50_to_54,720,2020
Toa Payoh,Braddell,55_to_59,740,2020
Toa Payoh,Braddell,5_to_9,440,2020
Toa Payoh,Braddell,60_to_64,740,2020
Toa Payoh,Braddell,65_to_69,640,2020
Toa Payoh,Braddell,70_to_74,530,2020
Toa Payoh,Braddell,75_to_79,360,2020
Toa Payoh,Braddell,80_to_84,320,2020
Toa Payoh,Braddell,85_to_89,160,2020
Toa Payoh,Braddell,90_and_over,100,2020
Toa Payoh,Joo Seng,0_to_4,370,2020
Toa Payoh,Joo Seng,10_to_14,420,2020
Toa Payoh,Joo Seng,15_to_19,350,2020
Toa Payoh,Joo Seng,20_to_24,410,2020
Toa Payoh,Joo Seng,25_to_29,550,2020
Toa Payoh,Joo Seng,30_to_34,710,2020
Toa Payoh,Joo Seng,35_to_39,650,2020
Toa Payoh,Joo Seng,40_to_44,650,2020
Toa Payoh,Joo Seng,45_to_49,680,2020
Toa Payoh,Joo Seng,50_to_54,540,2020
Toa Payoh,Joo Seng,55_to_59,550,2020
Toa Payoh,Joo Seng,5_to_9,350,2020
Toa Payoh,Joo Seng,60_to_64,520,2020
Toa Payoh,Joo Seng,65_to_69,490,2020
Toa Payoh,Joo Seng,70_to_74,410,2020
Toa Payoh,Joo Seng,75_to_79,220,2020
Toa Payoh,Joo Seng,80_to_84,190,2020
Toa Payoh,Joo Seng,85_to_89,120,2020
Toa Payoh,Joo Seng,90_and_over,50,2020
Toa Payoh,Kim Keat,0_to_4,190,2020
Toa Payoh,Kim Keat,10_to_14,300,2020
Toa Payoh,Kim Keat,15_to_19,310,2020
Toa Payoh,Kim Keat,20_to_24,430,2020
Toa Payoh,Kim Keat,25_to_29,620,2020
Toa Payoh,Kim Keat,30_to_34,510,2020
Toa Payoh,Kim Keat,35_to_39,450,2020
Toa Payoh,Kim Keat,40_to_44,520,2020
Toa Payoh,Kim Keat,45_to_49,580,2020
Toa Payoh,Kim Keat,50_to_54,550,2020
Toa Payoh,Kim Keat,55_to_59,650,2020
Toa Payoh,Kim Keat,5_to_9,240,2020
Toa Payoh,Kim Keat,60_to_64,780,2020
Toa Payoh,Kim Keat,65_to_69,610,2020
Toa Payoh,Kim Keat,70_to_74,510,2020
Toa Payoh,Kim Keat,75_to_79,290,2020
Toa Payoh,Kim Keat,80_to_84,220,2020
Toa Payoh,Kim Keat,85_to_89,120,2020
Toa Payoh,Kim Keat,90_and_over,60,2020
Toa Payoh,Lorong 8 Toa Payoh,0_to_4,140,2020
Toa Payoh,Lorong 8 Toa Payoh,10_to_14,230,2020
Toa Payoh,Lorong 8 Toa Payoh,15_to_19,310,2020
Toa Payoh,Lorong 8 Toa Payoh,20_to_24,410,2020
Toa Payoh,Lorong 8 Toa Payoh,25_to_29,510,2020
Toa Payoh,Lorong 8 Toa Payoh,30_to_34,380,2020
Toa Payoh,Lorong 8 Toa Payoh,35_to_39,390,2020
Toa Payoh,Lorong 8 Toa Payoh,40_to_44,420,2020
Toa Payoh,Lorong 8 Toa Payoh,45_to_49,530,2020
Toa Payoh,Lorong 8 Toa Payoh,50_to_54,560,2020
Toa Payoh,Lorong 8 Toa Payoh,55_to_59,610,2020
Toa Payoh,Lorong 8 Toa Payoh,5_to_9,210,2020
Toa Payoh,Lorong 8 Toa Payoh,60_to_64,620,2020
Toa Payoh,Lorong 8 Toa Payoh,65_to_69,530,2020
Toa Payoh,Lorong 8 Toa Payoh,70_to_74,470,2020
Toa Payoh,Lorong 8 Toa Payoh,75_to_79,350,2020
Toa Payoh,Lorong 8 Toa Payoh,80_to_84,280,2020
Toa Payoh,Lorong 8 Toa Payoh,85_to_89,170,2020
Toa Payoh,Lorong 8 Toa Payoh,90_and_over,70,2020
Toa Payoh,Pei Chun,0_to_4,250,2020
Toa Payoh,Pei Chun,10_to_14,440,2020
Toa Payoh,Pei Chun,15_to_19,530,2020
Toa Payoh,Pei Chun,20_to_24,550,2020
Toa Payoh,Pei Chun,25_to_29,610,2020
Toa Payoh,Pei Chun,30_to_34,510,2020
Toa Payoh,Pei Chun,35_to_39,570,2020
Toa Payoh,Pei Chun,40_to_44,700,2020
Toa Payoh,Pei Chun,45_to_49,860,2020
Toa Payoh,Pei Chun,50_to_54,900,2020
Toa Payoh,Pei Chun,55_to_59,870,2020
Toa Payoh,Pei Chun,5_to_9,370,2020
Toa Payoh,Pei Chun,60_to_64,860,2020
Toa Payoh,Pei Chun,65_to_69,670,2020
Toa Payoh,Pei Chun,70_to_74,610,2020
Toa Payoh,Pei Chun,75_to_79,440,2020
Toa Payoh,Pei Chun,80_to_84,360,2020
Toa Payoh,Pei Chun,85_to_89,170,2020
Toa Payoh,Pei Chun,90_and_over,90,2020
Toa Payoh,Potong Pasir,0_to_4,350,2020
Toa Payoh,Potong Pasir,10_to_14,460,2020
Toa Payoh,Potong Pasir,15_to_19,510,2020
Toa Payoh,Potong Pasir,20_to_24,510,2020
Toa Payoh,Potong Pasir,25_to_29,720,2020
Toa Payoh,Potong Pasir,30_to_34,840,2020
Toa Payoh,Potong Pasir,35_to_39,810,2020
Toa Payoh,Potong Pasir,40_to_44,860,2020
Toa Payoh,Potong Pasir,45_to_49,920,2020
Toa Payoh,Potong Pasir,50_to_54,810,2020
Toa Payoh,Potong Pasir,55_to_59,830,2020
Toa Payoh,Potong Pasir,5_to_9,460,2020
Toa Payoh,Potong Pasir,60_to_64,990,2020
Toa Payoh,Potong Pasir,65_to_69,960,2020
Toa Payoh,Potong Pasir,70_to_74,790,2020
Toa Payoh,Potong Pasir,75_to_79,380,2020
Toa Payoh,Potong Pasir,80_to_84,260,2020
Toa Payoh,Potong Pasir,85_to_89,150,2020
Toa Payoh,Potong Pasir,90_and_over,50,2020
Toa Payoh,Sennett,0_to_4,420,2020
Toa Payoh,Sennett,10_to_14,340,2020
Toa Payoh,Sennett,15_to_19,360,2020
Toa Payoh,Sennett,20_to_24,320,2020
Toa Payoh,Sennett,25_to_29,590,2020
Toa Payoh,Sennett,30_to_34,770,2020
Toa Payoh,Sennett,35_to_39,560,2020
Toa Payoh,Sennett,40_to_44,510,2020
Toa Payoh,Sennett,45_to_49,550,2020
Toa Payoh,Sennett,50_to_54,390,2020
Toa Payoh,Sennett,55_to_59,420,2020
Toa Payoh,Sennett,5_to_9,370,2020
Toa Payoh,Sennett,60_to_64,430,2020
Toa Payoh,Sennett,65_to_69,370,2020
Toa Payoh,Sennett,70_to_74,320,2020
Toa Payoh,Sennett,75_to_79,180,2020
Toa Payoh,Sennett,80_to_84,150,2020
Toa Payoh,Sennett,85_to_89,90,2020
Toa Payoh,Sennett,90_and_over,80,2020
Toa Payoh,Toa Payoh Central,0_to_4,1070,2020
Toa Payoh,Toa Payoh Central,10_to_14,1380,2020
Toa Payoh,Toa Payoh Central,15_to_19,1290,2020
Toa Payoh,Toa Payoh Central,20_to_24,1490,2020
Toa Payoh,Toa Payoh Central,25_to_29,1800,2020
Toa Payoh,Toa Payoh Central,30_to_34,1690,2020
Toa Payoh,Toa Payoh Central,35_to_39,2000,2020
Toa Payoh,Toa Payoh Central,40_to_44,2340,2020
Toa Payoh,Toa Payoh Central,45_to_49,2340,2020
Toa Payoh,Toa Payoh Central,50_to_54,2120,2020
Toa Payoh,Toa Payoh Central,55_to_59,2030,2020
Toa Payoh,Toa Payoh Central,5_to_9,1430,2020
Toa Payoh,Toa Payoh Central,60_to_64,1930,2020
Toa Payoh,Toa Payoh Central,65_to_69,1500,2020
Toa Payoh,Toa Payoh Central,70_to_74,1340,2020
Toa Payoh,Toa Payoh Central,75_to_79,900,2020
Toa Payoh,Toa Payoh Central,80_to_84,770,2020
Toa Payoh,Toa Payoh Central,85_to_89,440,2020
Toa Payoh,Toa Payoh Central,90_and_over,230,2020
Toa Payoh,Toa Payoh West,0_to_4,570,2020
Toa Payoh,Toa Payoh West,10_to_14,500,2020
Toa Payoh,Toa Payoh West,15_to_19,540,2020
Toa Payoh,Toa Payoh West,20_to_24,600,2020
Toa Payoh,Toa Payoh West,25_to_29,880,2020
Toa Payoh,Toa Payoh West,30_to_34,1140,2020
Toa Payoh,Toa Payoh West,35_to_39,990,2020
Toa Payoh,Toa Payoh West,40_to_44,970,2020
Toa Payoh,Toa Payoh West,45_to_49,1090,2020
Toa Payoh,Toa Payoh West,50_to_54,980,2020
Toa Payoh,Toa Payoh West,55_to_59,1110,2020
Toa Payoh,Toa Payoh West,5_to_9,500,2020
Toa Payoh,Toa Payoh West,60_to_64,1100,2020
Toa Payoh,Toa Payoh West,65_to_69,950,2020
Toa Payoh,Toa Payoh West,70_to_74,920,2020
Toa Payoh,Toa Payoh West,75_to_79,630,2020
Toa Payoh,Toa Payoh West,80_to_84,600,2020
Toa Payoh,Toa Payoh West,85_to_89,290,2020
Toa Payoh,Toa Payoh West,90_and_over,150,2020
Toa Payoh,Woodleigh,0_to_4,100,2020
Toa Payoh,Woodleigh,10_to_14,180,2020
Toa Payoh,Woodleigh,15_to_19,160,2020
Toa Payoh,Woodleigh,20_to_24,140,2020
Toa Payoh,Woodleigh,25_to_29,190,2020
Toa Payoh,Woodleigh,30_to_34,150,2020
Toa Payoh,Woodleigh,35_to_39,200,2020
Toa Payoh,Woodleigh,40_to_44,190,2020
Toa Payoh,Woodleigh,45_to_49,220,2020
Toa Payoh,Woodleigh,50_to_54,200,2020
Toa Payoh,Woodleigh,55_to_59,160,2020
Toa Payoh,Woodleigh,5_to_9,130,2020
Toa Payoh,Woodleigh,60_to_64,160,2020
Toa Payoh,Woodleigh,65_to_69,130,2020
Toa Payoh,Woodleigh,70_to_74,80,2020
Toa Payoh,Woodleigh,75_to_79,30,2020
Toa Payoh,Woodleigh,80_to_84,20,2020
Toa Payoh,Woodleigh,85_to_89,20,2020
Toa Payoh,Woodleigh,90_and_over,0,2020
Tuas,Tengeh,0_to_4,0,2020
Tuas,Tengeh,10_to_14,0,2020
Tuas,Tengeh,15_to_19,0,2020
Tuas,Tengeh,20_to_24,0,2020
Tuas,Tengeh,25_to_29,0,2020
Tuas,Tengeh,30_to_34,0,2020
Tuas,Tengeh,35_to_39,0,2020
Tuas,Tengeh,40_to_44,0,2020
Tuas,Tengeh,45_to_49,0,2020
Tuas,Tengeh,50_to_54,0,2020
Tuas,Tengeh,55_to_59,0,2020
Tuas,Tengeh,5_to_9,0,2020
Tuas,Tengeh,60_to_64,0,2020
Tuas,Tengeh,65_to_69,0,2020
Tuas,Tengeh,70_to_74,0,2020
Tuas,Tengeh,75_to_79,0,2020
Tuas,Tengeh,80_to_84,0,2020
Tuas,Tengeh,85_to_89,0,2020
Tuas,Tengeh,90_and_over,0,2020
Tuas,Tuas Bay,0_to_4,0,2020
Tuas,Tuas Bay,10_to_14,0,2020
Tuas,Tuas Bay,15_to_19,0,2020
Tuas,Tuas Bay,20_to_24,0,2020
Tuas,Tuas Bay,25_to_29,0,2020
Tuas,Tuas Bay,30_to_34,0,2020
Tuas,Tuas Bay,35_to_39,0,2020
Tuas,Tuas Bay,40_to_44,0,2020
Tuas,Tuas Bay,45_to_49,0,2020
Tuas,Tuas Bay,50_to_54,0,2020
Tuas,Tuas Bay,55_to_59,0,2020
Tuas,Tuas Bay,5_to_9,0,2020
Tuas,Tuas Bay,60_to_64,0,2020
Tuas,Tuas Bay,65_to_69,0,2020
Tuas,Tuas Bay,70_to_74,0,2020
Tuas,Tuas Bay,75_to_79,0,2020
Tuas,Tuas Bay,80_to_84,0,2020
Tuas,Tuas Bay,85_to_89,0,2020
Tuas,Tuas Bay,90_and_over,0,2020
Tuas,Tuas North,0_to_4,0,2020
Tuas,Tuas North,10_to_14,0,2020
Tuas,Tuas North,15_to_19,0,2020
Tuas,Tuas North,20_to_24,0,2020
Tuas,Tuas North,25_to_29,0,2020
Tuas,Tuas North,30_to_34,0,2020
Tuas,Tuas North,35_to_39,0,2020
Tuas,Tuas North,40_to_44,0,2020
Tuas,Tuas North,45_to_49,0,2020
Tuas,Tuas North,50_to_54,0,2020
Tuas,Tuas North,55_to_59,0,2020
Tuas,Tuas North,5_to_9,0,2020
Tuas,Tuas North,60_to_64,0,2020
Tuas,Tuas North,65_to_69,0,2020
Tuas,Tuas North,70_to_74,0,2020
Tuas,Tuas North,75_to_79,0,2020
Tuas,Tuas North,80_to_84,0,2020
Tuas,Tuas North,85_to_89,0,2020
Tuas,Tuas North,90_and_over,0,2020
Tuas,Tuas Promenade,0_to_4,0,2020
Tuas,Tuas Promenade,10_to_14,0,2020
Tuas,Tuas Promenade,15_to_19,0,2020
Tuas,Tuas Promenade,20_to_24,0,2020
Tuas,Tuas Promenade,25_to_29,0,2020
Tuas,Tuas Promenade,30_to_34,0,2020
Tuas,Tuas Promenade,35_to_39,0,2020
Tuas,Tuas Promenade,40_to_44,0,2020
Tuas,Tuas Promenade,45_to_49,0,2020
Tuas,Tuas Promenade,50_to_54,0,2020
Tuas,Tuas Promenade,55_to_59,0,2020
Tuas,Tuas Promenade,5_to_9,0,2020
Tuas,Tuas Promenade,60_to_64,0,2020
Tuas,Tuas Promenade,65_to_69,0,2020
Tuas,Tuas Promenade,70_to_74,0,2020
Tuas,Tuas Promenade,75_to_79,0,2020
Tuas,Tuas Promenade,80_to_84,0,2020
Tuas,Tuas Promenade,85_to_89,0,2020
Tuas,Tuas Promenade,90_and_over,0,2020
Tuas,Tuas View,0_to_4,0,2020
Tuas,Tuas View,10_to_14,0,2020
Tuas,Tuas View,15_to_19,0,2020
Tuas,Tuas View,20_to_24,0,2020
Tuas,Tuas View,25_to_29,0,2020
Tuas,Tuas View,30_to_34,0,2020
Tuas,Tuas View,35_to_39,0,2020
Tuas,Tuas View,40_to_44,0,2020
Tuas,Tuas View,45_to_49,0,2020
Tuas,Tuas View,50_to_54,0,2020
Tuas,Tuas View,55_to_59,0,2020
Tuas,Tuas View,5_to_9,0,2020
Tuas,Tuas View,60_to_64,0,2020
Tuas,Tuas View,65_to_69,0,2020
Tuas,Tuas View,70_to_74,0,2020
Tuas,Tuas View,75_to_79,0,2020
Tuas,Tuas View,80_to_84,0,2020
Tuas,Tuas View,85_to_89,0,2020
Tuas,Tuas View,90_and_over,0,2020
Tuas,Tuas View Extension,0_to_4,0,2020
Tuas,Tuas View Extension,10_to_14,0,2020
Tuas,Tuas View Extension,15_to_19,0,2020
Tuas,Tuas View Extension,20_to_24,0,2020
Tuas,Tuas View Extension,25_to_29,0,2020
Tuas,Tuas View Extension,30_to_34,0,2020
Tuas,Tuas View Extension,35_to_39,0,2020
Tuas,Tuas View Extension,40_to_44,0,2020
Tuas,Tuas View Extension,45_to_49,0,2020
Tuas,Tuas View Extension,50_to_54,0,2020
Tuas,Tuas View Extension,55_to_59,0,2020
Tuas,Tuas View Extension,5_to_9,0,2020
Tuas,Tuas View Extension,60_to_64,0,2020
Tuas,Tuas View Extension,65_to_69,0,2020
Tuas,Tuas View Extension,70_to_74,0,2020
Tuas,Tuas View Extension,75_to_79,0,2020
Tuas,Tuas View Extension,80_to_84,0,2020
Tuas,Tuas View Extension,85_to_89,0,2020
Tuas,Tuas View Extension,90_and_over,0,2020
Western Islands,Jurong Island And Bukom,0_to_4,0,2020
Western Islands,Jurong Island And Bukom,10_to_14,0,2020
Western Islands,Jurong Island And Bukom,15_to_19,0,2020
Western Islands,Jurong Island And Bukom,20_to_24,0,2020
Western Islands,Jurong Island And Bukom,25_to_29,0,2020
Western Islands,Jurong Island And Bukom,30_to_34,0,2020
Western Islands,Jurong Island And Bukom,35_to_39,0,2020
Western Islands,Jurong Island And Bukom,40_to_44,0,2020
Western Islands,Jurong Island And Bukom,45_to_49,0,2020
Western Islands,Jurong Island And Bukom,50_to_54,0,2020
Western Islands,Jurong Island And Bukom,55_to_59,0,2020
Western Islands,Jurong Island And Bukom,5_to_9,0,2020
Western Islands,Jurong Island And Bukom,60_to_64,0,2020
Western Islands,Jurong Island And Bukom,65_to_69,0,2020
Western Islands,Jurong Island And Bukom,70_to_74,0,2020
Western Islands,Jurong Island And Bukom,75_to_79,0,2020
Western Islands,Jurong Island And Bukom,80_to_84,0,2020
Western Islands,Jurong Island And Bukom,85_to_89,0,2020
Western Islands,Jurong Island And Bukom,90_and_over,0,2020
Western Islands,Semakau,0_to_4,0,2020
Western Islands,Semakau,10_to_14,0,2020
Western Islands,Semakau,15_to_19,0,2020
Western Islands,Semakau,20_to_24,0,2020
Western Islands,Semakau,25_to_29,0,2020
Western Islands,Semakau,30_to_34,0,2020
Western Islands,Semakau,35_to_39,0,2020
Western Islands,Semakau,40_to_44,0,2020
Western Islands,Semakau,45_to_49,0,2020
Western Islands,Semakau,50_to_54,0,2020
Western Islands,Semakau,55_to_59,0,2020
Western Islands,Semakau,5_to_9,0,2020
Western Islands,Semakau,60_to_64,0,2020
Western Islands,Semakau,65_to_69,0,2020
Western Islands,Semakau,70_to_74,0,2020
Western Islands,Semakau,75_to_79,0,2020
Western Islands,Semakau,80_to_84,0,2020
Western Islands,Semakau,85_to_89,0,2020
Western Islands,Semakau,90_and_over,0,2020
Western Islands,Sudong,0_to_4,0,2020
Western Islands,Sudong,10_to_14,0,2020
Western Islands,Sudong,15_to_19,0,2020
Western Islands,Sudong,20_to_24,0,2020
Western Islands,Sudong,25_to_29,0,2020
Western Islands,Sudong,30_to_34,0,2020
Western Islands,Sudong,35_to_39,0,2020
Western Islands,Sudong,40_to_44,0,2020
Western Islands,Sudong,45_to_49,0,2020
Western Islands,Sudong,50_to_54,0,2020
Western Islands,Sudong,55_to_59,0,2020
Western Islands,Sudong,5_to_9,0,2020
Western Islands,Sudong,60_to_64,0,2020
Western Islands,Sudong,65_to_69,0,2020
Western Islands,Sudong,70_to_74,0,2020
Western Islands,Sudong,75_to_79,0,2020
Western Islands,Sudong,80_to_84,0,2020
Western Islands,Sudong,85_to_89,0,2020
Western Islands,Sudong,90_and_over,0,2020
Western Water Catchment,Bahar,0_to_4,0,2020
Western Water Catchment,Bahar,10_to_14,0,2020
Western Water Catchment,Bahar,15_to_19,0,2020
Western Water Catchment,Bahar,20_to_24,0,2020
Western Water Catchment,Bahar,25_to_29,0,2020
Western Water Catchment,Bahar,30_to_34,0,2020
Western Water Catchment,Bahar,35_to_39,0,2020
Western Water Catchment,Bahar,40_to_44,0,2020
Western Water Catchment,Bahar,45_to_49,0,2020
Western Water Catchment,Bahar,50_to_54,0,2020
Western Water Catchment,Bahar,55_to_59,0,2020
Western Water Catchment,Bahar,5_to_9,0,2020
Western Water Catchment,Bahar,60_to_64,0,2020
Western Water Catchment,Bahar,65_to_69,0,2020
Western Water Catchment,Bahar,70_to_74,0,2020
Western Water Catchment,Bahar,75_to_79,0,2020
Western Water Catchment,Bahar,80_to_84,0,2020
Western Water Catchment,Bahar,85_to_89,0,2020
Western Water Catchment,Bahar,90_and_over,0,2020
Western Water Catchment,Cleantech,0_to_4,0,2020
Western Water Catchment,Cleantech,10_to_14,0,2020
Western Water Catchment,Cleantech,15_to_19,0,2020
Western Water Catchment,Cleantech,20_to_24,0,2020
Western Water Catchment,Cleantech,25_to_29,0,2020
Western Water Catchment,Cleantech,30_to_34,0,2020
Western Water Catchment,Cleantech,35_to_39,0,2020
Western Water Catchment,Cleantech,40_to_44,0,2020
Western Water Catchment,Cleantech,45_to_49,0,2020
Western Water Catchment,Cleantech,50_to_54,0,2020
Western Water Catchment,Cleantech,55_to_59,0,2020
Western Water Catchment,Cleantech,5_to_9,0,2020
Western Water Catchment,Cleantech,60_to_64,0,2020
Western Water Catchment,Cleantech,65_to_69,0,2020
Western Water Catchment,Cleantech,70_to_74,0,2020
Western Water Catchment,Cleantech,75_to_79,0,2020
Western Water Catchment,Cleantech,80_to_84,0,2020
Western Water Catchment,Cleantech,85_to_89,0,2020
Western Water Catchment,Cleantech,90_and_over,0,2020
Western Water Catchment,Murai,0_to_4,30,2020
Western Water Catchment,Murai,10_to_14,20,2020
Western Water Catchment,Murai,15_to_19,20,2020
Western Water Catchment,Murai,20_to_24,130,2020
Western Water Catchment,Murai,25_to_29,40,2020
Western Water Catchment,Murai,30_to_34,30,2020
Western Water Catchment,Murai,35_to_39,60,2020
Western Water Catchment,Murai,40_to_44,70,2020
Western Water Catchment,Murai,45_to_49,40,2020
Western Water Catchment,Murai,50_to_54,40,2020
Western Water Catchment,Murai,55_to_59,50,2020
Western Water Catchment,Murai,5_to_9,50,2020
Western Water Catchment,Murai,60_to_64,50,2020
Western Water Catchment,Murai,65_to_69,10,2020
Western Water Catchment,Murai,70_to_74,0,2020
Western Water Catchment,Murai,75_to_79,0,2020
Western Water Catchment,Murai,80_to_84,0,2020
Western Water Catchment,Murai,85_to_89,0,2020
Western Water Catchment,Murai,90_and_over,0,2020
Woodlands,Greenwood Park,0_to_4,0,2020
Woodlands,Greenwood Park,10_to_14,0,2020
Woodlands,Greenwood Park,15_to_19,0,2020
Woodlands,Greenwood Park,20_to_24,0,2020
Woodlands,Greenwood Park,25_to_29,0,2020
Woodlands,Greenwood Park,30_to_34,0,2020
Woodlands,Greenwood Park,35_to_39,0,2020
Woodlands,Greenwood Park,40_to_44,0,2020
Woodlands,Greenwood Park,45_to_49,0,2020
Woodlands,Greenwood Park,50_to_54,0,2020
Woodlands,Greenwood Park,55_to_59,0,2020
Woodlands,Greenwood Park,5_to_9,0,2020
Woodlands,Greenwood Park,60_to_64,0,2020
Woodlands,Greenwood Park,65_to_69,0,2020
Woodlands,Greenwood Park,70_to_74,0,2020
Woodlands,Greenwood Park,75_to_79,0,2020
Woodlands,Greenwood Park,80_to_84,0,2020
Woodlands,Greenwood Park,85_to_89,0,2020
Woodlands,Greenwood Park,90_and_over,0,2020
Woodlands,Midview,0_to_4,1590,2020
Woodlands,Midview,10_to_14,1870,2020
Woodlands,Midview,15_to_19,2490,2020
Woodlands,Midview,20_to_24,3470,2020
Woodlands,Midview,25_to_29,3220,2020
Woodlands,Midview,30_to_34,2480,2020
Woodlands,Midview,35_to_39,2290,2020
Woodlands,Midview,40_to_44,2110,2020
Woodlands,Midview,45_to_49,2520,2020
Woodlands,Midview,50_to_54,3280,2020
Woodlands,Midview,55_to_59,2960,2020
Woodlands,Midview,5_to_9,1650,2020
Woodlands,Midview,60_to_64,2100,2020
Woodlands,Midview,65_to_69,1420,2020
Woodlands,Midview,70_to_74,830,2020
Woodlands,Midview,75_to_79,480,2020
Woodlands,Midview,80_to_84,300,2020
Woodlands,Midview,85_to_89,160,2020
Woodlands,Midview,90_and_over,100,2020
Woodlands,North Coast,0_to_4,300,2020
Woodlands,North Coast,10_to_14,470,2020
Woodlands,North Coast,15_to_19,650,2020
Woodlands,North Coast,20_to_24,980,2020
Woodlands,North Coast,25_to_29,1020,2020
Woodlands,North Coast,30_to_34,700,2020
Woodlands,North Coast,35_to_39,630,2020
Woodlands,North Coast,40_to_44,690,2020
Woodlands,North Coast,45_to_49,850,2020
Woodlands,North Coast,50_to_54,1040,2020
Woodlands,North Coast,55_to_59,1210,2020
Woodlands,North Coast,5_to_9,360,2020
Woodlands,North Coast,60_to_64,1030,2020
Woodlands,North Coast,65_to_69,800,2020
Woodlands,North Coast,70_to_74,660,2020
Woodlands,North Coast,75_to_79,330,2020
Woodlands,North Coast,80_to_84,220,2020
Woodlands,North Coast,85_to_89,130,2020
Woodlands,North Coast,90_and_over,60,2020
Woodlands,Senoko West,0_to_4,0,2020
Woodlands,Senoko West,10_to_14,0,2020
Woodlands,Senoko West,15_to_19,0,2020
Woodlands,Senoko West,20_to_24,0,2020
Woodlands,Senoko West,25_to_29,0,2020
Woodlands,Senoko West,30_to_34,0,2020
Woodlands,Senoko West,35_to_39,0,2020
Woodlands,Senoko West,40_to_44,0,2020
Woodlands,Senoko West,45_to_49,0,2020
Woodlands,Senoko West,50_to_54,0,2020
Woodlands,Senoko West,55_to_59,0,2020
Woodlands,Senoko West,5_to_9,0,2020
Woodlands,Senoko West,60_to_64,0,2020
Woodlands,Senoko West,65_to_69,0,2020
Woodlands,Senoko West,70_to_74,0,2020
Woodlands,Senoko West,75_to_79,0,2020
Woodlands,Senoko West,80_to_84,0,2020
Woodlands,Senoko West,85_to_89,0,2020
Woodlands,Senoko West,90_and_over,0,2020
Woodlands,Woodgrove,0_to_4,980,2020
Woodlands,Woodgrove,10_to_14,1740,2020
Woodlands,Woodgrove,15_to_19,2280,2020
Woodlands,Woodgrove,20_to_24,3330,2020
Woodlands,Woodgrove,25_to_29,3200,2020
Woodlands,Woodgrove,30_to_34,2070,2020
Woodlands,Woodgrove,35_to_39,1920,2020
Woodlands,Woodgrove,40_to_44,2170,2020
Woodlands,Woodgrove,45_to_49,2610,2020
Woodlands,Woodgrove,50_to_54,3300,2020
Woodlands,Woodgrove,55_to_59,3000,2020
Woodlands,Woodgrove,5_to_9,1330,2020
Woodlands,Woodgrove,60_to_64,2360,2020
Woodlands,Woodgrove,65_to_69,1510,2020
Woodlands,Woodgrove,70_to_74,940,2020
Woodlands,Woodgrove,75_to_79,480,2020
Woodlands,Woodgrove,80_to_84,360,2020
Woodlands,Woodgrove,85_to_89,180,2020
Woodlands,Woodgrove,90_and_over,100,2020
Woodlands,Woodlands East,0_to_4,4950,2020
Woodlands,Woodlands East,10_to_14,6030,2020
Woodlands,Woodlands East,15_to_19,6870,2020
Woodlands,Woodlands East,20_to_24,8040,2020
Woodlands,Woodlands East,25_to_29,7670,2020
Woodlands,Woodlands East,30_to_34,7530,2020
Woodlands,Woodlands East,35_to_39,7260,2020
Woodlands,Woodlands East,40_to_44,7460,2020
Woodlands,Woodlands East,45_to_49,8500,2020
Woodlands,Woodlands East,50_to_54,8050,2020
Woodlands,Woodlands East,55_to_59,7520,2020
Woodlands,Woodlands East,5_to_9,5290,2020
Woodlands,Woodlands East,60_to_64,5710,2020
Woodlands,Woodlands East,65_to_69,3670,2020
Woodlands,Woodlands East,70_to_74,2210,2020
Woodlands,Woodlands East,75_to_79,1050,2020
Woodlands,Woodlands East,80_to_84,730,2020
Woodlands,Woodlands East,85_to_89,380,2020
Woodlands,Woodlands East,90_and_over,170,2020
Woodlands,Woodlands Regional Centre,0_to_4,0,2020
Woodlands,Woodlands Regional Centre,10_to_14,0,2020
Woodlands,Woodlands Regional Centre,15_to_19,0,2020
Woodlands,Woodlands Regional Centre,20_to_24,0,2020
Woodlands,Woodlands Regional Centre,25_to_29,0,2020
Woodlands,Woodlands Regional Centre,30_to_34,0,2020
Woodlands,Woodlands Regional Centre,35_to_39,0,2020
Woodlands,Woodlands Regional Centre,40_to_44,0,2020
Woodlands,Woodlands Regional Centre,45_to_49,0,2020
Woodlands,Woodlands Regional Centre,50_to_54,0,2020
Woodlands,Woodlands Regional Centre,55_to_59,0,2020
Woodlands,Woodlands Regional Centre,5_to_9,0,2020
Woodlands,Woodlands Regional Centre,60_to_64,0,2020
Woodlands,Woodlands Regional Centre,65_to_69,0,2020
Woodlands,Woodlands Regional Centre,70_to_74,0,2020
Woodlands,Woodlands Regional Centre,75_to_79,0,2020
Woodlands,Woodlands Regional Centre,80_to_84,0,2020
Woodlands,Woodlands Regional Centre,85_to_89,0,2020
Woodlands,Woodlands Regional Centre,90_and_over,0,2020
Woodlands,Woodlands South,0_to_4,2110,2020
Woodlands,Woodlands South,10_to_14,2850,2020
Woodlands,Woodlands South,15_to_19,2980,2020
Woodlands,Woodlands South,20_to_24,3090,2020
Woodlands,Woodlands South,25_to_29,2630,2020
Woodlands,Woodlands South,30_to_34,2880,2020
